"ID","Year","Month","Precipitation","Temperature","Wind_Speed","Wind_Direction_Degrees","Relative_Humidity","District"
193,2019,"January",0.7,23.6989247311828,1.52806539509537,197.207084468665,81.7688172043011,"SAN BORJA"
194,2019,"February",0,25.5535714285714,1.56158536585366,200.853658536585,78.5714285714286,"SAN BORJA"
195,2019,"March",0.366666666666667,23.7947580645161,1.26931818181818,212.386363636364,78.9475806451613,"SAN BORJA"
196,2019,"April",0,22.0209722222222,1.21011730205279,224.190615835777,82.9180555555556,"SAN BORJA"
197,2019,"May",3.3,19.133064516129,1.01934566145092,215.110953058321,88.8494623655914,"SAN BORJA"
198,2019,"June",1.4,16.6441823899371,0.87001675041876,207.778894472362,94.4292452830189,"SAN BORJA"
199,2019,"July",2.1,15.6214626391097,1.14404567699837,196.388254486134,94.1955484896661,"SAN BORJA"
200,2019,"August",6.5,15.3144,1.13908045977011,202.35632183908,92.784,"SAN BORJA"
201,2019,"September",2.1,15.5481698389458,1.48700147710487,187.797636632201,91.311859443631,"SAN BORJA"
202,2019,"October",0.9,16.6650537634409,1.40068119891008,204.523160762943,86.7795698924731,"SAN BORJA"
203,2019,"November",1,19.5154166666667,1.53473389355742,192.614845938375,87.9583333333333,"SAN BORJA"
204,2019,"December",0.8,21.3709677419355,1.42795115332429,194.791044776119,85.2002688172043,"SAN BORJA"
205,2020,"January",8.5,23.4109607577808,1.65797503467406,191.083217753121,83.6874154262517,"SAN BORJA"
206,2020,"February",0.7,24.4896825396825,1.31044045676998,201.680261011419,82.5825396825397,"SAN BORJA"
207,2020,"March",1.3,24.8909959072306,1.3312693498452,202.012383900929,79.3601637107776,"SAN BORJA"
208,2020,"April",0.0714285714285714,22.753685674548,2.10856433987358,220.767694571866,80.8873435326843,"SAN BORJA"
209,2020,"May",5.7,19.6069892473118,2.02158823508834,217.399089864666,86.1290322580645,"SAN BORJA"
210,2020,"June",0.5,17.45625,1.95967277648994,217.829957899925,89.5680555555556,"SAN BORJA"
211,2020,"July",0.1,15.9961956521739,1.90054342041173,214.350547067954,89.8709239130435,"SAN BORJA"
212,2020,"August",0,16.0441527446301,2.1133091502008,218.912993054656,88.5441527446301,"SAN BORJA"
213,2020,"September",1,15.5450980392157,1.98850051565717,211.841096870222,90.2352941176471,"SAN BORJA"
214,2020,"October",0.471428571428571,17.2916684123992,2.08420894233695,216.049380105828,80.1335933159053,"SAN BORJA"
215,2020,"November",0,18.3702127659574,2.08759274417644,212.803549276521,84.0425531914894,"SAN BORJA"
216,2020,"December",2.55,19.7521892283372,1.80138258934411,201.16616947775,79.2021105254788,"SAN BORJA"
217,2021,"January",1.42,21.9893256677652,1.78379863228324,218.312070264181,74.5784007409596,"SAN BORJA"
218,2021,"February",0.14,22.7118224709238,1.83081111476849,220.03163004718,72.0323288525473,"SAN BORJA"
219,2021,"March",0.52,23.0752450873837,2.11935773700838,225.931816297375,72.4103886408862,"SAN BORJA"
220,2021,"April",0.2,20.4682571676321,2.00289434394066,226.702031439811,77.2436771446138,"SAN BORJA"
221,2021,"May",1.18333333333333,17.7662137288156,1.72152087924899,216.739453525015,84.8049877828038,"SAN BORJA"
222,2021,"June",1.4,16.7208395718839,1.55122805348466,204.969465082209,84.707875730774,"SAN BORJA"
223,2021,"July",0.766666666666667,15.8882846393759,1.691295793371,205.453288286545,81.4197593454785,"SAN BORJA"
224,2021,"August",0.2,15.5173267326733,1.73968522257265,201.898372662886,94.3019801980198,"SAN BORJA"
225,2021,"September",0,15.593137254902,1.78343099550996,213.164658720316,92.6442577030812,"SAN BORJA"
226,2021,"October",0,16.4464122137405,1.94568262423772,218.42409859973,89.7847328244275,"SAN BORJA"
227,2021,"November",0,18.0624365482233,2.66666666666667,195,87.8020304568528,"SAN BORJA"
228,2021,"December",0,20.204991087344,2.01043203092877,210.233573192949,85.9055258467023,"SAN BORJA"
229,2022,"January",0,22.5586776859504,2.02784586616451,216.486967705164,81.704132231405,"SAN BORJA"
230,2022,"February",1.1,22.722015503876,0.2,172,80.8232558139535,"SAN BORJA"
231,2022,"March",0.2,22.6432795698925,0.25,180,80.2137096774194,"SAN BORJA"
232,2022,"April",5.1,19.7938571428571,0.1,180,85.7342857142857,"SAN BORJA"
233,2022,"May",7.4,17.5497797356828,1.64343978451063,212.828287960217,88.5154185022026,"SAN BORJA"
234,2022,"June",1.3,16.2178932178932,0.236111111111111,180,90.8861471861472,"SAN BORJA"
235,2022,"July",4.2,15.4141823444284,0.922429906542056,224.976635514019,92.1562952243126,"SAN BORJA"
236,2022,"August",3.3,14.9762942779292,0.965027322404372,217.729508196721,91.0911444141689,"SAN BORJA"
237,2022,"September",14.2,15.3432721712538,1.03650306748466,217.736196319018,84.2030581039755,"SAN BORJA"
238,2022,"October",0,15.7891428571429,1.09771428571429,219.172857142857,83.2457142857143,"SAN BORJA"
239,2022,"November",0.4,18.4395833333333,1.08470097357441,213.162726008345,80.4694444444444,"SAN BORJA"
240,2022,"December",0.3,21.2454301075269,1.15641025641026,208.983805668016,79.7876344086021,"SAN BORJA"
